date,state,unemployment_rate,federal_funds_rate,national_unemployment_rate,inflation_cpi,recession_indicator,treasury_10y_yield,total_nonfarm_employment,civilian_labor_force,total_private_employment,manufacturing_employment,cpi,year,month
1990-01-01,AK,7.2,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,AL,6.7,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,AR,6.7,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,AZ,5.0,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,CA,5.2,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,CO,5.2,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,CT,4.4,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,DE,3.5,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,GA,5.2,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,HI,2.6,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,IA,4.4,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,ID,5.3,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,IL,6.3,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,IN,5.1,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,KS,4.1,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,KY,5.8,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,LA,6.1,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,MA,5.2,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,MD,3.7,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,ME,4.5,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,MI,7.7,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,MN,4.5,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,MO,5.6,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,MS,7.5,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,MT,5.7,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,NC,3.5,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,ND,4.2,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,NH,4.4,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,NJ,4.5,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,NM,6.7,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,NV,4.5,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,NY,5.2,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,OH,5.9,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,OK,5.4,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,OR,5.1,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,PA,5.2,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,RI,5.4,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,SC,4.7,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,SD,3.7,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,TN,5.0,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,TX,6.3,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,UT,4.5,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,VA,3.9,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,VT,4.1,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,WA,5.4,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,WI,4.2,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,WV,8.1,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-01-01,WY,5.5,8.23,5.4,127.5,0.0,,109196.0,125833.0,91045.0,17797.0,127.4,1990,1
1990-02-01,AK,7.2,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,AL,6.7,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,AR,6.7,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,AZ,5.2,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,CA,5.2,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,CO,5.1,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,CT,4.5,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,DE,3.5,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,GA,5.1,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,HI,2.7,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,IA,4.3,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,ID,5.3,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,IL,6.2,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,IN,5.1,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,KS,4.0,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,KY,5.8,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,LA,6.0,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,MA,5.4,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,MD,3.7,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,ME,4.5,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,MI,7.6,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,MN,4.6,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,MO,5.6,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,MS,7.4,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,MT,5.7,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,NC,3.5,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,ND,4.2,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,NH,4.6,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,NJ,4.6,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,NM,6.6,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,NV,4.5,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,NY,5.1,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,OH,5.8,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,OK,5.3,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,OR,5.1,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,PA,5.2,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,RI,5.6,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,SC,4.7,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,SD,3.7,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,TN,5.0,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,TX,6.3,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,UT,4.4,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,VA,3.9,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,VT,4.2,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,WA,5.2,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,WI,4.2,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,WV,8.0,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-02-01,WY,5.4,8.24,5.3,128.0,0.0,8.42,109436.0,125710.0,91259.0,17893.0,128.0,1990,2
1990-03-01,AK,7.2,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,AL,6.7,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,AR,6.7,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,AZ,5.3,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,CA,5.2,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,CO,5.1,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,CT,4.6,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,DE,3.4,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,GA,5.1,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,HI,2.7,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,IA,4.3,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,ID,5.3,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,IL,6.2,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,IN,5.1,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,KS,4.0,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,KY,5.7,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,LA,5.9,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,MA,5.6,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,MD,3.8,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,ME,4.5,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,MI,7.5,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,MN,4.5,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,MO,5.5,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,MS,7.3,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,MT,5.6,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,NC,3.6,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,ND,4.1,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,NH,4.7,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,NJ,4.6,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,NM,6.5,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,NV,4.5,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,NY,5.1,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,OH,5.7,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,OK,5.2,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,OR,5.0,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
